	id	sentence1	label	positions
10392	6	{ LOCATION1 general } Tube	None	0 2 
10393	6	{ LOCATION1 price } Tube	None	0 2 
10394	6	{ LOCATION1 safety } Tube	None	0 2 
10395	6	{ LOCATION1 transit location } Tube	None	0 2 3 
10832	7	LOCATION2 When I was in London in the 1980 's , the place to be was in the developing { LOCATION1 general } area	None	19 21 
10833	7	LOCATION2 When I was in London in the 1980 's , the place to be was in the developing { LOCATION1 price } area	None	19 21 
10834	7	LOCATION2 When I was in London in the 1980 's , the place to be was in the developing { LOCATION1 safety } area	None	19 21 
10835	7	LOCATION2 When I was in London in the 1980 's , the place to be was in the developing { LOCATION1 transit location } area	None	19 21 22 
14520	7	{ LOCATION2 general } When I was in London in the 1980 's , the place to be was in the developing LOCATION1 area	None	0 2 
14521	7	{ LOCATION2 price } When I was in London in the 1980 's , the place to be was in the developing LOCATION1 area	None	0 2 
14522	7	{ LOCATION2 safety } When I was in London in the 1980 's , the place to be was in the developing LOCATION1 area	None	0 2 
14523	7	{ LOCATION2 transit location } When I was in London in the 1980 's , the place to be was in the developing LOCATION1 area	None	0 2 3 
11268	8	Look at somewhere like LOCATION2 which is about half an hour from { LOCATION1 general } so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	12 14 
11269	8	Look at somewhere like LOCATION2 which is about half an hour from { LOCATION1 price } so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	12 14 
11270	8	Look at somewhere like LOCATION2 which is about half an hour from { LOCATION1 safety } so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	12 14 
11271	8	Look at somewhere like LOCATION2 which is about half an hour from { LOCATION1 transit location } so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	12 14 15 
14592	8	Look at somewhere like { LOCATION2 general } which is about half an hour from LOCATION1 so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	4 6 
14593	8	Look at somewhere like { LOCATION2 price } which is about half an hour from LOCATION1 so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	4 6 
14594	8	Look at somewhere like { LOCATION2 safety } which is about half an hour from LOCATION1 so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	4 6 
14595	8	Look at somewhere like { LOCATION2 transit location } which is about half an hour from LOCATION1 so mabye if you have to travel at the other and and in Central London it may take an hour ( without delays )	None	4 6 7 
11708	9	i used to live all over { LOCATION1 general } and for me it was perfect	Positive	6 8 
440	10	steer clear of { LOCATION1 general }	Negative	3 5 
872	11	can recommend { LOCATION1 general } in South London	Positive	2 4 
1312	12	The shopping in { LOCATION1 general } has always been good	None	3 5 
1313	12	The shopping in { LOCATION1 price } has always been good	None	3 5 
1314	12	The shopping in { LOCATION1 safety } has always been good	None	3 5 
1315	12	The shopping in { LOCATION1 transit location } has always been good	None	3 5 6 
1748	13	{ LOCATION1 general } is in my opinion is alot nicer than LOCATION1	Positive	0 2 
2188	14	i come from same area as david and have to agree if going to live in suburbia then { LOCATION1 general } area is good but EXPENSIVE	Positive	18 20 
2189	14	i come from same area as david and have to agree if going to live in suburbia then { LOCATION1 price } area is good but EXPENSIVE	Negative	18 20 
2616	15	{ LOCATION1 general } , where there is an enormous Westfield shopping centre	None	0 2 
2617	15	{ LOCATION1 price } , where there is an enormous Westfield shopping centre	None	0 2 
2618	15	{ LOCATION1 safety } , where there is an enormous Westfield shopping centre	None	0 2 
2619	15	{ LOCATION1 transit location } , where there is an enormous Westfield shopping centre	None	0 2 3 
3060	16	it depends where in { LOCATION1 general } your going to live as there are some council astates there i would not live in	None	4 6 
3061	16	it depends where in { LOCATION1 price } your going to live as there are some council astates there i would not live in	None	4 6 
3062	16	it depends where in { LOCATION1 safety } your going to live as there are some council astates there i would not live in	None	4 6 
3063	16	it depends where in { LOCATION1 transit location } your going to live as there are some council astates there i would not live in	None	4 6 7 
3504	17	None { LOCATION1 general }	None	1 3 
3505	17	None { LOCATION1 price }	None	1 3 
3506	17	None { LOCATION1 safety }	None	1 3 
3507	17	None { LOCATION1 transit location }	None	1 3 4 
3936	18	It 's in { LOCATION1 general }	None	3 5 
3937	18	It 's in { LOCATION1 price }	None	3 5 
3938	18	It 's in { LOCATION1 safety }	None	3 5 
3939	18	It 's in { LOCATION1 transit location }	None	3 5 6 
4350	19	{ LOCATION1 safety } is not safe 100x 100 but is very nice restaurant cofe ' shop and park	Negative	0 2 
4788	20	nw 5 . { LOCATION1 general }	None	3 5 
4789	20	nw 5 . { LOCATION1 price }	None	3 5 
4790	20	nw 5 . { LOCATION1 safety }	None	3 5 
4791	20	nw 5 . { LOCATION1 transit location }	None	3 5 6 
5228	21	North of the river Thames from the river Lea in the east to the river Colne in the west was the county of { LOCATION1 general }	None	23 25 
5229	21	North of the river Thames from the river Lea in the east to the river Colne in the west was the county of { LOCATION1 price }	None	23 25 
5230	21	North of the river Thames from the river Lea in the east to the river Colne in the west was the county of { LOCATION1 safety }	None	23 25 
5231	21	North of the river Thames from the river Lea in the east to the river Colne in the west was the county of { LOCATION1 transit location }	None	23 25 26 
5663	22	The only downside is that the railway connections from { LOCATION1 transit location } to London follow slow and often indirect lines	Negative	9 11 12 
6100	23	{ LOCATION1 general } area will offer you some idea of prices	None	0 2 
6101	23	{ LOCATION1 price } area will offer you some idea of prices	None	0 2 
6102	23	{ LOCATION1 safety } area will offer you some idea of prices	None	0 2 
6103	23	{ LOCATION1 transit location } area will offer you some idea of prices	None	0 2 3 
6535	24	{ LOCATION1 transit location } is quite industrial but has good transport links and many new flats being built , it lacks soul but it attracting new professionals due to the amenities and convenience	Positive	0 2 3 
6969	25	{ LOCATION1 price } would be the cheapest area to rent out of your list I like all the areas you listed	Positive	0 2 
7412	26	From { LOCATION1 general } ( at the Trafalgar Square end of the LOCATION2 ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	1 3 
7413	26	From { LOCATION1 price } ( at the Trafalgar Square end of the LOCATION2 ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	1 3 
7414	26	From { LOCATION1 safety } ( at the Trafalgar Square end of the LOCATION2 ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	1 3 
7415	26	From { LOCATION1 transit location } ( at the Trafalgar Square end of the LOCATION2 ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	1 3 4 
13132	26	From LOCATION1 ( at the Trafalgar Square end of the { LOCATION2 general } ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	10 12 
13133	26	From LOCATION1 ( at the Trafalgar Square end of the { LOCATION2 price } ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	10 12 
13134	26	From LOCATION1 ( at the Trafalgar Square end of the { LOCATION2 safety } ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	10 12 
13135	26	From LOCATION1 ( at the Trafalgar Square end of the { LOCATION2 transit location } ) you can cross the Thames on the Hungerford foot bridge and stroll along the banks ; there 's also the London Eye there , but you 'd probably need more time to get tickets and take a flight on it	None	10 12 13 
7800	27	Avoid { LOCATION1 general } - it 's super pricey	Negative	1 3 
7801	27	Avoid { LOCATION1 price } - it 's super pricey	Negative	1 3 
8192	28	Avoid { LOCATION1 general } unless you are totally hardcore	Negative	1 3 
8580	29	I would suggest the best place to live is { LOCATION1 general } in south London	None	9 11 
8581	29	I would suggest the best place to live is { LOCATION1 price } in south London	None	9 11 
8582	29	I would suggest the best place to live is { LOCATION1 safety } in south London	None	9 11 
8583	29	I would suggest the best place to live is { LOCATION1 transit location } in south London	None	9 11 12 
8672	30	The stereotype is an old one of { LOCATION1 general } , the area is very trendy now	Positive	7 9 
8716	31	{ LOCATION1 general } has lots of nice shops and restaurants	None	0 2 
8717	31	{ LOCATION1 price } has lots of nice shops and restaurants	None	0 2 
8718	31	{ LOCATION1 safety } has lots of nice shops and restaurants	None	0 2 
8719	31	{ LOCATION1 transit location } has lots of nice shops and restaurants	None	0 2 3 
8763	32	At least { LOCATION1 transit location } has a tube	Positive	2 4 5 
8804	33	Then it 's a journey between zones 2 and 3 . If travel between { LOCATION1 general } and LOCATION2 ( Z4 )	None	14 16 
8805	33	Then it 's a journey between zones 2 and 3 . If travel between { LOCATION1 price } and LOCATION2 ( Z4 )	None	14 16 
8806	33	Then it 's a journey between zones 2 and 3 . If travel between { LOCATION1 safety } and LOCATION2 ( Z4 )	None	14 16 
8807	33	Then it 's a journey between zones 2 and 3 . If travel between { LOCATION1 transit location } and LOCATION2 ( Z4 )	None	14 16 17 
14256	33	Then it 's a journey between zones 2 and 3 . If travel between LOCATION1 and { LOCATION2 general } ( Z4 )	None	16 18 
14257	33	Then it 's a journey between zones 2 and 3 . If travel between LOCATION1 and { LOCATION2 price } ( Z4 )	None	16 18 
14258	33	Then it 's a journey between zones 2 and 3 . If travel between LOCATION1 and { LOCATION2 safety } ( Z4 )	None	16 18 
14259	33	Then it 's a journey between zones 2 and 3 . If travel between LOCATION1 and { LOCATION2 transit location } ( Z4 )	None	16 18 19 
8849	34	And { LOCATION1 price } is certainly overpriced ( although where isnt in London	Negative	1 3 
8892	35	{ LOCATION1 general } is very cheap compared to any where else but I have been warned not to go there	Negative	0 2 
8893	35	{ LOCATION1 price } is very cheap compared to any where else but I have been warned not to go there	Positive	0 2 
8932	36	Then I decided to phone the { LOCATION1 general } Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 8 
8933	36	Then I decided to phone the { LOCATION1 price } Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 8 
8934	36	Then I decided to phone the { LOCATION1 safety } Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 8 
8935	36	Then I decided to phone the { LOCATION1 transit location } Local Studies Library , 020 79746342 , that was coming up with the message that the phone number was out of service	None	6 8 9 
8979	37	{ LOCATION1 transit location } has a large Asian / Indian community which makes it a colourful interesting area with lots of world food on show in the markets as well as being handy for the Northern Line tube	Positive	0 2 3 
9021	38	{ LOCATION1 price } is also slightly cheaper	Positive	0 2 
9064	39	This is on the top of { LOCATION1 general } Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 8 
9065	39	This is on the top of { LOCATION1 price } Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 8 
9066	39	This is on the top of { LOCATION1 safety } Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 8 
9067	39	This is on the top of { LOCATION1 transit location } Hill and you may well see the teachers going from building to building in their black gowns , and the boys in their straw hats	None	6 8 9 
9110	40	Just looking briefly , it shows me that the closer to the centre , the more dangerous the area , with { LOCATION1 safety } having the most crime	Negative	21 23 
9152	41	there are some cool places in { LOCATION1 general } , too	Positive	6 8 
9196	42	There is { LOCATION1 general } close by with good nightlife and opportunities	None	2 4 
9197	42	There is { LOCATION1 price } close by with good nightlife and opportunities	None	2 4 
9198	42	There is { LOCATION1 safety } close by with good nightlife and opportunities	None	2 4 
9199	42	There is { LOCATION1 transit location } close by with good nightlife and opportunities	None	2 4 5 
9240	43	No , { LOCATION1 general } is a lovely place	Positive	2 4 
9284	44	{ LOCATION1 general } is nice but a bit pricey	Positive	0 2 
9285	44	{ LOCATION1 price } is nice but a bit pricey	Negative	0 2 
9331	45	'' Similarly neither has the jubilee line which means the odd time you end up going half way round the world just to go two stops , making the { LOCATION1 transit location } seem a bit cut off at times	Negative	29 31 32 
9372	46	Even { LOCATION1 general } was in Surrey once Same with lots of places Is in Greater London and has a SURREY address	None	1 3 
9373	46	Even { LOCATION1 price } was in Surrey once Same with lots of places Is in Greater London and has a SURREY address	None	1 3 
9374	46	Even { LOCATION1 safety } was in Surrey once Same with lots of places Is in Greater London and has a SURREY address	None	1 3 
9375	46	Even { LOCATION1 transit location } was in Surrey once Same with lots of places Is in Greater London and has a SURREY address	None	1 3 4 
9416	47	You have { LOCATION1 general } Grounds to walk around in , and are close to the river with nice pubs	None	2 4 
9417	47	You have { LOCATION1 price } Grounds to walk around in , and are close to the river with nice pubs	None	2 4 
9418	47	You have { LOCATION1 safety } Grounds to walk around in , and are close to the river with nice pubs	None	2 4 
9419	47	You have { LOCATION1 transit location } Grounds to walk around in , and are close to the river with nice pubs	None	2 4 5 
9460	48	{ LOCATION1 general } is known for having a great culture vibe	Positive	0 2 
9506	49	{ LOCATION1 safety } is a mainly Indian area but it very safe - lots of families with children	Positive	0 2 
9552	50	Next to me in { LOCATION1 general } acne towers	None	4 6 
9553	50	Next to me in { LOCATION1 price } acne towers	None	4 6 
9554	50	Next to me in { LOCATION1 safety } acne towers	None	4 6 
9555	50	Next to me in { LOCATION1 transit location } acne towers	None	4 6 7 
9596	51	I would rather live in { LOCATION1 general }	None	5 7 
9597	51	I would rather live in { LOCATION1 price }	None	5 7 
9598	51	I would rather live in { LOCATION1 safety }	None	5 7 
9599	51	I would rather live in { LOCATION1 transit location }	None	5 7 8 
9640	52	Tube : Russel Square , LOCATION2 , { LOCATION1 general } , Goodge Street Come and see our loot	None	7 9 
9641	52	Tube : Russel Square , LOCATION2 , { LOCATION1 price } , Goodge Street Come and see our loot	None	7 9 
9642	52	Tube : Russel Square , LOCATION2 , { LOCATION1 safety } , Goodge Street Come and see our loot	None	7 9 
9643	52	Tube : Russel Square , LOCATION2 , { LOCATION1 transit location } , Goodge Street Come and see our loot	None	7 9 10 
14396	52	Tube : Russel Square , { LOCATION2 general } , LOCATION1 , Goodge Street Come and see our loot	None	5 7 
14397	52	Tube : Russel Square , { LOCATION2 price } , LOCATION1 , Goodge Street Come and see our loot	None	5 7 
14398	52	Tube : Russel Square , { LOCATION2 safety } , LOCATION1 , Goodge Street Come and see our loot	None	5 7 
14399	52	Tube : Russel Square , { LOCATION2 transit location } , LOCATION1 , Goodge Street Come and see our loot	None	5 7 8 
9686	53	Having lived in { LOCATION1 safety } , I think you 'll need to stay away from the dodgier parts of it , where crime prob is rife	Negative	3 5 
9728	54	{ LOCATION1 general } tube station	None	0 2 
9729	54	{ LOCATION1 price } tube station	None	0 2 
9730	54	{ LOCATION1 safety } tube station	None	0 2 
9731	54	{ LOCATION1 transit location } tube station	None	0 2 3 
9772	55	The London borough of { LOCATION1 general } ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	4 6 
9773	55	The London borough of { LOCATION1 price } ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	4 6 
9774	55	The London borough of { LOCATION1 safety } ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	4 6 
9775	55	The London borough of { LOCATION1 transit location } ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	4 6 7 
14420	55	The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of { LOCATION2 general } , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	16 18 
14421	55	The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of { LOCATION2 price } , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	16 18 
14422	55	The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of { LOCATION2 safety } , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	16 18 
14423	55	The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of { LOCATION2 transit location } , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London	None	16 18 19 
9817	56	you wo n't meet many scary poor people there { LOCATION1 price } is a posh area , unlike where i am	Negative	9 11 
9860	57	errm yeah I live in { LOCATION1 general } and have NEVeR heard of such place lol Perhaps you need to check your info	None	5 7 
9861	57	errm yeah I live in { LOCATION1 price } and have NEVeR heard of such place lol Perhaps you need to check your info	None	5 7 
9862	57	errm yeah I live in { LOCATION1 safety } and have NEVeR heard of such place lol Perhaps you need to check your info	None	5 7 
9863	57	errm yeah I live in { LOCATION1 transit location } and have NEVeR heard of such place lol Perhaps you need to check your info	None	5 7 8 
9907	58	{ LOCATION1 transit location } is well connected by bus and LOCATION1 is close by	Positive	0 2 3 
9948	59	Do all the walking tours about ghosts and Jack the Ripper , { LOCATION1 general } area , you get real stories about London and famous people that live there too	None	12 14 
9949	59	Do all the walking tours about ghosts and Jack the Ripper , { LOCATION1 price } area , you get real stories about London and famous people that live there too	None	12 14 
9950	59	Do all the walking tours about ghosts and Jack the Ripper , { LOCATION1 safety } area , you get real stories about London and famous people that live there too	None	12 14 
9951	59	Do all the walking tours about ghosts and Jack the Ripper , { LOCATION1 transit location } area , you get real stories about London and famous people that live there too	None	12 14 15 
9996	60	Tube stop is { LOCATION1 general }	None	3 5 
9997	60	Tube stop is { LOCATION1 price }	None	3 5 
9998	60	Tube stop is { LOCATION1 safety }	None	3 5 
9999	60	Tube stop is { LOCATION1 transit location }	None	3 5 6 
10040	61	I really like { LOCATION1 general } I lived there for 3 months and had a lot of fun	None	3 5 
10041	61	I really like { LOCATION1 price } I lived there for 3 months and had a lot of fun	None	3 5 
10042	61	I really like { LOCATION1 safety } I lived there for 3 months and had a lot of fun	None	3 5 
10043	61	I really like { LOCATION1 transit location } I lived there for 3 months and had a lot of fun	None	3 5 6 
10084	62	Otherwise maybe { LOCATION1 general } - really nice , but maybe out of your budget	Positive	2 4 
10085	62	Otherwise maybe { LOCATION1 price } - really nice , but maybe out of your budget	Negative	2 4 
10128	63	Avoid { LOCATION1 general } - it 's dirty , dangerous and grim	Negative	1 3 
10130	63	Avoid { LOCATION1 safety } - it 's dirty , dangerous and grim	Negative	1 3 
10173	64	If you do n't have a lot of budget , you could flat share in { LOCATION1 price } as it is quite expensive	Negative	15 17 
10212	65	Then again your perception of how nice an area is depends on where you 're moving from I love { LOCATION1 general } and always feel safe there ; it 's one of my favourite areas	Positive	19 21 
10214	65	Then again your perception of how nice an area is depends on where you 're moving from I love { LOCATION1 safety } and always feel safe there ; it 's one of my favourite areas	Positive	19 21 
10256	66	{ LOCATION1 general } Road is quite a long road	None	0 2 
10257	66	{ LOCATION1 price } Road is quite a long road	None	0 2 
10258	66	{ LOCATION1 safety } Road is quite a long road	None	0 2 
10259	66	{ LOCATION1 transit location } Road is quite a long road	None	0 2 3 
10300	67	Out in the counties for me { LOCATION1 general } itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their	None	6 8 
10301	67	Out in the counties for me { LOCATION1 price } itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their	None	6 8 
10302	67	Out in the counties for me { LOCATION1 safety } itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their	None	6 8 
10303	67	Out in the counties for me { LOCATION1 transit location } itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their	None	6 8 9 
10345	68	One of the cheapest places in south east is { LOCATION1 price } , but it 's a bit rough round the edges	Negative	9 11 
10346	68	One of the cheapest places in south east is { LOCATION1 safety } , but it 's a bit rough round the edges	Negative	9 11 
10388	69	Locator Map come on mate its { LOCATION1 general } its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	None	6 8 
10389	69	Locator Map come on mate its { LOCATION1 price } its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	None	6 8 
10390	69	Locator Map come on mate its { LOCATION1 safety } its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	None	6 8 
10391	69	Locator Map come on mate its { LOCATION1 transit location } its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	None	6 8 9 
10436	70	You have been sadly misinformed about LOCATION2 At the moment I live in { LOCATION1 general }	None	13 15 
10437	70	You have been sadly misinformed about LOCATION2 At the moment I live in { LOCATION1 price }	None	13 15 
10438	70	You have been sadly misinformed about LOCATION2 At the moment I live in { LOCATION1 safety }	None	13 15 
10439	70	You have been sadly misinformed about LOCATION2 At the moment I live in { LOCATION1 transit location }	None	13 15 16 
14468	70	You have been sadly misinformed about { LOCATION2 general } At the moment I live in LOCATION1	None	6 8 
14469	70	You have been sadly misinformed about { LOCATION2 price } At the moment I live in LOCATION1	None	6 8 
14470	70	You have been sadly misinformed about { LOCATION2 safety } At the moment I live in LOCATION1	None	6 8 
14471	70	You have been sadly misinformed about { LOCATION2 transit location } At the moment I live in LOCATION1	None	6 8 9 
10480	71	Well { LOCATION1 general } is the home of the worlds longest street market	None	1 3 
10481	71	Well { LOCATION1 price } is the home of the worlds longest street market	None	1 3 
10482	71	Well { LOCATION1 safety } is the home of the worlds longest street market	None	1 3 
10483	71	Well { LOCATION1 transit location } is the home of the worlds longest street market	None	1 3 4 
10524	72	I lived in { LOCATION1 general } for 6 months and adored it	Positive	3 5 
10570	73	I lived in { LOCATION1 safety } all my life until a bit after my 22nd birthday with no incidents	Positive	3 5 
10612	74	The streets are brightly painted in impressive graffiti , { LOCATION1 general } is a really interesting place and the clubs/bars are very cool	Positive	9 11 
10656	75	{ LOCATION1 general } London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init	Positive	0 2 
10700	76	You might find a cupboard in { LOCATION1 general }	None	6 8 
10701	76	You might find a cupboard in { LOCATION1 price }	None	6 8 
10702	76	You might find a cupboard in { LOCATION1 safety }	None	6 8 
10703	76	You might find a cupboard in { LOCATION1 transit location }	None	6 8 9 
10747	77	{ LOCATION1 transit location } is a great place to live vibrant , lots of shops and cafes etc , very multicultural what is best depends on what you want do you want cheap , do you want nightlife , do you want cafes there are many places within 30 mins travel to Bank I would suggest you look at easy transport links to Bank and work outwards from there	Positive	0 2 3 
10790	78	Last year the person in the flat below mine was stabbed by a stranger in the street in { LOCATION1 safety } and died	Negative	18 20 
10828	79	North , with one or two exceptions my family has always settled in { LOCATION1 general }	None	13 15 
10829	79	North , with one or two exceptions my family has always settled in { LOCATION1 price }	None	13 15 
10830	79	North , with one or two exceptions my family has always settled in { LOCATION1 safety }	None	13 15 
10831	79	North , with one or two exceptions my family has always settled in { LOCATION1 transit location }	None	13 15 16 
10877	80	As for areas to live , yeah { LOCATION1 price } SW15 is great if youre a millionaire	Negative	7 9 
10920	81	LOCATION2 , { LOCATION1 general } , richmond	None	2 4 
10921	81	LOCATION2 , { LOCATION1 price } , richmond	None	2 4 
10922	81	LOCATION2 , { LOCATION1 safety } , richmond	None	2 4 
10923	81	LOCATION2 , { LOCATION1 transit location } , richmond	None	2 4 5 
14540	81	{ LOCATION2 general } , LOCATION1 , richmond	None	0 2 
14541	81	{ LOCATION2 price } , LOCATION1 , richmond	None	0 2 
14542	81	{ LOCATION2 safety } , LOCATION1 , richmond	None	0 2 
14543	81	{ LOCATION2 transit location } , LOCATION1 , richmond	None	0 2 3 
10964	82	{ LOCATION1 general } In fairyland	None	0 2 
10965	82	{ LOCATION1 price } In fairyland	None	0 2 
10966	82	{ LOCATION1 safety } In fairyland	None	0 2 
10967	82	{ LOCATION1 transit location } In fairyland	None	0 2 3 
11008	83	The best club in London is Fabric in { LOCATION1 general } if you like proper dance music	None	8 10 
11009	83	The best club in London is Fabric in { LOCATION1 price } if you like proper dance music	None	8 10 
11010	83	The best club in London is Fabric in { LOCATION1 safety } if you like proper dance music	None	8 10 
11011	83	The best club in London is Fabric in { LOCATION1 transit location } if you like proper dance music	None	8 10 11 
11048	84	These are all { LOCATION1 general } - it 's a different culture from South London	None	3 5 
11049	84	These are all { LOCATION1 price } - it 's a different culture from South London	None	3 5 
11050	84	These are all { LOCATION1 safety } - it 's a different culture from South London	None	3 5 
11051	84	These are all { LOCATION1 transit location } - it 's a different culture from South London	None	3 5 6 
11092	85	Avoid { LOCATION1 general } as it is awash with criminals	Negative	1 3 
11094	85	Avoid { LOCATION1 safety } as it is awash with criminals	Negative	1 3 
11132	86	I would definitely recommend { LOCATION1 general }	Positive	4 6 
11176	87	I 've never been to LOCATION2 , so do n't know about that one { LOCATION1 general }	None	14 16 
11177	87	I 've never been to LOCATION2 , so do n't know about that one { LOCATION1 price }	None	14 16 
11178	87	I 've never been to LOCATION2 , so do n't know about that one { LOCATION1 safety }	None	14 16 
11179	87	I 've never been to LOCATION2 , so do n't know about that one { LOCATION1 transit location }	None	14 16 17 
